"ts","price","bid_price","ask_price","v_bid","v_ask"
"1604156400","1450194.0","1450081.0","1450307.0","11.448143999999992","13.271424"
"1604156401","1450186.0","1450089.0","1450283.0","29.355424","29.39920999999999"
"1604156402","1450259.2777777778","1450174.888888889","1450343.6666666667","43.384359","84.27542099999998"
"1604156403","1450177.5","1450087.0","1450268.0","4.942587000000001","9.275568999999996"
"1604156405","1449987.5","1449854.0","1450121.0","10.393254999999996","29.523545000000006"
"1604156406","1449987.25","1449839.5","1450135.0","18.944924999999994","62.890072"
"1604156407","1449944.875","1449859.0","1450030.75","35.12794599999999","65.70773599999998"
"1604156408","1449878.0","1449748.0","1450008.0","42.141671999999986","80.16640500000001"
"1604156409","1449723.3333333333","1449565.0","1449881.6666666667","24.410674999999994","51.38752500000001"
"1604156410","1449690.9285714286","1449607.4285714286","1449774.4285714286","43.671027","149.32183700000002"
"1604156411","1449582.0","1449562.0","1449602.0","6.3192840000000015","17.677267"
"1604156412","1449442.2","1449327.0","1449557.4","40.23944999999999","51.776281"
"1604156413","1449473.7857142857","1449406.5714285714","1449541.0","49.486608999999994","84.65494799999999"
"1604156414","1449371.357142857","1449282.142857143","1449460.5714285714","45.179381","101.72595199999998"
"1604156415","1449220.3333333333","1449133.5555555555","1449307.111111111","66.30303399999998","71.75953399999997"
"1604156416","1449304.611111111","1449279.2222222222","1449330.0","57.89078599999998","51.25530299999997"
"1604156417","1449144.2","1449064.6","1449223.8","26.12923499999999","38.859609999999996"
"1604156418","1449318.0","1449288.0","1449348.0","46.21106999999999","84.98011399999997"
"1604156419","1449217.625","1449193.75","1449241.5","39.955556999999985","78.71757599999998"
"1604156420","1449417.1666666667","1449352.6666666667","1449481.6666666667","31.931951999999995","90.580275"
"1604156421","1449547.5","1449461.0","1449634.0","5.393932999999999","18.55049200000001"
"1604156422","1449646.6666666667","1449603.3333333333","1449690.0","37.593578","41.101249999999986"
"1604156423","1449618.25","1449607.8333333333","1449628.6666666667","36.828542999999996","36.01589399999999"
"1604156424","1449777.0","1449567.0","1449987.0","5.182581999999998","15.001356"
"1604156425","1449462.25","1449437.6666666667","1449486.8333333333","43.09049399999999","114.408763"
"1604156426","1449504.857142857","1449474.142857143","1449535.5714285714","51.958932999999995","91.07668699999999"
"1604156427","1449561.4375","1449515.625","1449607.25","61.39490000000001","113.54589000000001"
"1604156428","1449538.1875","1449486.125","1449590.25","64.181802","102.05629299999997"
"1604156429","1449548.0","1449518.0","1449578.0","71.893715","86.47314699999997"
"1604156430","1449542.6875","1449511.125","1449574.25","62.429607999999995","76.64686099999999"
"1604156431","1449364.5625","1449346.125","1449383.0","51.880734","74.623482"
"1604156432","1449194.0","1449172.7142857143","1449215.2857142857","35.95544099999998","50.15724099999999"
"1604156433","1449026.0","1449002.875","1449049.125","39.291783","98.64841999999999"
"1604156434","1448952.8333333333","1448907.3333333333","1448998.3333333333","43.285008","71.34574599999999"
"1604156435","1449107.142857143","1449063.0","1449151.2857142857","44.21307299999998","110.67448099999999"
"1604156436","1448945.3125","1448882.25","1449008.375","48.868622","56.20745999999999"
"1604156437","1448895.625","1448867.625","1448923.625","48.346675000000005","51.86079499999998"
"1604156438","1448907.2857142857","1448837.5714285714","1448977.0","37.820389","73.18533099999999"
"1604156439","1448915.0","1448810.0","1449020.0","22.785697","72.68045199999999"
"1604156440","1448714.5","1448467.3333333333","1448961.6666666667","29.810218999999996","48.551912999999985"
"1604156441","1448492.0","1448436.8","1448547.2","33.50836999999999","67.86963999999999"
"1604156442","1448305.625","1448248.75","1448362.5","20.447069","35.83467999999999"
"1604156443","1448328.6666666667","1448282.6666666667","1448374.6666666667","34.939831","60.466186"
"1604156444","1448285.2142857143","1448237.142857143","1448333.2857142857","31.266277999999996","64.19232"
"1604156445","1448222.5","1448179.2857142857","1448265.7142857143","38.572051","62.57195399999999"
"1604156446","1448295.2857142857","1448255.2857142857","1448335.2857142857","28.008026","88.09871199999999"
"1604156447","1448329.0","1448228.375","1448429.625","30.413980000000002","110.36686399999996"
"1604156448","1448339.2777777778","1448284.3333333333","1448394.2222222222","32.173175","97.96909500000001"
"1604156449","1448418.0555555555","1448353.7777777778","1448482.3333333333","28.75373100000001","107.885707"
"1604156450","1448449.1666666667","1448393.1666666667","1448505.1666666667","20.117414000000004","74.40431199999999"
"1604156451","1448649.0","1448589.0","1448709.0","16.54946999999999","40.684658999999996"
"1604156452","1448823.375","1448721.75","1448925.0","27.217981999999985","63.233046"
"1604156453","1448905.3125","1448827.75","1448982.875","57.16378599999999","114.524947"
"1604156454","1449035.0","1449006.5","1449063.5","80.67186899999999","83.407372"
"1604156455","1449169.1","1449143.2","1449195.0","47.483560999999995","48.277868999999995"
"1604156456","1449133.7","1449080.6","1449186.8","45.79132399999998","38.564265999999996"
"1604156457","1448953.1666666667","1448892.8333333333","1449013.5","54.64818799999999","59.65089799999999"
"1604156458","1448924.7142857143","1448907.857142857","1448941.5714285714","47.57032099999999","59.77837999999998"
"1604156459","1448885.7777777778","1448787.3333333333","1448984.2222222222","90.94386","70.80235999999996"
"1604156460","1448823.1666666667","1448769.0","1448877.3333333333","74.35732399999999","54.16108800000001"
"1604156461","1448888.2","1448796.2","1448980.2","57.463987","40.30192199999999"
"1604156462","1448889.25","1448847.5","1448931.0","34.41270699999999","20.797995999999998"
"1604156463","1448863.8","1448808.6","1448919.0","32.566292","31.204458999999982"
"1604156464","1448847.1666666667","1448781.111111111","1448913.2222222222","65.14738399999999","58.76167499999996"
"1604156465","1448810.5","1448764.3333333333","1448856.6666666667","79.75801999999997","36.99099399999998"
"1604156466","1448830.9285714286","1448778.857142857","1448883.0","91.30152199999998","43.90424699999997"
"1604156467","1448764.25","1448713.5","1448815.0","97.00379999999997","47.25095999999998"
"1604156468","1448816.5555555555","1448771.111111111","1448862.0","98.16751499999997","41.723088000000004"
"1604156469","1448801.625","1448744.25","1448859.0","100.816165","48.556083999999984"
"1604156470","1448850.4444444445","1448816.0","1448884.888888889","103.802881","63.23627699999997"
"1604156471","1448880.9444444445","1448856.7777777778","1448905.111111111","99.69708900000002","72.82337599999997"
"1604156472","1448813.7857142857","1448776.0","1448851.5714285714","77.16000500000001","54.59236899999998"
"1604156473","1448780.642857143","1448751.0","1448810.2857142857","94.938954","55.409533999999994"
"1604156474","1448582.0","1448499.5555555555","1448664.4444444445","122.05688799999999","57.505817999999984"
"1604156475","1448485.9166666667","1448404.1666666667","1448567.6666666667","81.808868","31.432423999999997"
"1604156476","1448376.7142857143","1448253.5714285714","1448499.857142857","45.48375399999999","32.958287999999996"
"1604156477","1448263.2142857143","1448232.4285714286","1448294.0","54.97932199999998","27.413753"
"1604156478","1448376.0714285714","1448312.857142857","1448439.2857142857","65.529859","46.856711"
"1604156479","1448582.2142857143","1448540.5714285714","1448623.857142857","63.47085199999999","87.211187"
"1604156480","1448770.0","1448709.0","1448831.0","13.165633999999995","57.739333"
"1604156481","1448866.2","1448813.2","1448919.2","17.862371999999993","83.24679599999999"
"1604156482","1448889.625","1448843.25","1448936.0","30.484673999999995","141.930456"
"1604156483","1448965.125","1448936.625","1448993.625","31.275182","139.66577400000003"
"1604156484","1448872.4375","1448814.375","1448930.5","48.92264499999999","143.297035"
"1604156485","1448938.0","1448895.0","1448981.0","46.477068","116.86197200000001"
"1604156486","1448941.6666666667","1448915.3333333333","1448968.0","66.763974","152.708691"
"1604156487","1448988.7142857143","1448982.5714285714","1448994.857142857","46.371938","128.566156"
"1604156488","1448952.888888889","1448909.0","1448996.7777777778","61.19272900000001","160.87017400000002"
"1604156489","1449022.4444444445","1448976.888888889","1449068.0","58.96977900000002","146.07214899999997"
"1604156490","1449094.8125","1449039.625","1449150.0","40.819876","123.64294399999996"
"1604156491","1449074.3125","1449017.0","1449131.625","44.740354","86.789222"
"1604156492","1449009.0714285714","1448968.857142857","1449049.2857142857","54.68848","120.006993"
"1604156493","1448858.2222222222","1448788.888888889","1448927.5555555555","105.16327199999998","47.975291000000006"
"1604156494","1448978.857142857","1448911.4285714286","1449046.2857142857","70.65397800000001","104.66025199999999"
"1604156495","1449052.2142857143","1448898.7142857143","1449205.7142857143","54.852048","111.773955"
"1604156496","1449250.375","1449229.75","1449271.0","63.14695199999999","81.51861499999997"
"1604156497","1449343.642857143","1449321.7142857143","1449365.5714285714","84.86798199999997","40.91908199999999"
"1604156498","1449511.25","1449479.75","1449542.75","70.00530699999999","54.512178999999975"
"1604156499","1449546.75","1449532.625","1449560.875","64.84762799999997","45.66832999999998"
"1604156500","1449575.25","1449553.0","1449597.5","10.236221999999998","8.688832000000001"
"1604156501","1449721.0833333333","1449643.8333333333","1449798.3333333333","44.86809499999999","30.800703999999993"
"1604156502","1449547.5833333333","1449535.3333333333","1449559.8333333333","41.610846","38.886559000000005"
"1604156503","1449743.9","1449660.2","1449827.6","46.59701299999998","39.689075"
"1604156504","1449615.9444444445","1449523.2222222222","1449708.6666666667","70.775938","57.14590100000001"
"1604156505","1449612.625","1449475.25","1449750.0","27.67251999999999","23.757427"
"1604156506","1449846.5","1449780.142857143","1449912.857142857","78.49822399999998","50.943716"
"1604156507","1450051.3333333333","1449998.3333333333","1450104.3333333333","16.98641","43.39340499999999"
"1604156508","1450195.5","1450129.2857142857","1450261.7142857143","40.356083999999996","88.19396499999999"
"1604156509","1450239.7777777778","1450182.111111111","1450297.4444444445","52.779582999999995","102.486617"
"1604156510","1450187.142857143","1450171.7142857143","1450202.5714285714","39.193509","75.80456699999999"
"1604156511","1450304.0625","1450240.625","1450367.5","33.329523","81.79394"
